given_name,user_name,profile_link,association,followed_by,,
CU Jews 4 Ceasefire,cujews4ceasefire,https://www.instagram.com/cujews4ceasefire/,Columbia University,@sjp.columbia,,
Columbia University Alumni For Palestine,cualumni4palestine,https://www.instagram.com/cualumni4palestine/,Columbia University,@sjp.columbia,,
Queer Graduate Collective 🌈,queergradcollective,https://www.instagram.com/queergradcollective/,Columbia University,@sjp.columbia,,
Linda Sarsour,lsarsourVerified,https://www.instagram.com/lsarsour/,Columbia University,@sjp.columbia,,
Alianza,cu.alianza,https://www.instagram.com/cu.alianza/,Columbia University,@sjp.columbia,,
Asian American Alliance,columbia.aaa,https://www.instagram.com/columbia.aaa/,Columbia University,@sjp.columbia,,
Black For Palestine,blackforpalestine,https://www.instagram.com/blackforpalestine/,Columbia University,@sjp.columbia,,
A Kayum Ahmed,a.kayumahmed,https://www.instagram.com/a.kayumahmed/,Columbia University,@sjp.columbia,,
Maude Latour,maudelstatusVerified,https://www.instagram.com/maudelstatus/,Columbia University,@sjp.columbia,,
Omar Suleiman,imamomarsuleimanVerified,https://www.instagram.com/imamomarsuleiman/,Columbia University,@sjp.columbia,,
Tamika D. Mallory,tamikadmalloryVerified,https://www.instagram.com/tamikadmallory/,Columbia University,@sjp.columbia,,
Columbia Law Coalition for a Free Palestine,clsforfreepalestine,https://www.instagram.com/clsforfreepalestine/,Columbia University,@sjp.columbia,,
Muslim Justice League,muslimjusticeleague,https://www.instagram.com/muslimjusticeleague/,Columbia University,@sjp.columbia,,
CSSW Alumni,csswalumni,https://www.instagram.com/csswalumni/,Columbia University,@sjp.columbia,,
Princeton YDSA,ydsa_princeton,https://www.instagram.com/ydsa_princeton/,Columbia University,@sjp.columbia,,
CU Raqs Sharqi,curaqs,https://www.instagram.com/curaqs/,Columbia University,@sjp.columbia,,
🇵🇸,tuftssjp,https://www.instagram.com/tuftssjp/,Columbia University,@sjp.columbia,,
BrownU Jews for Ceasefire Now,jewsforceasefirenow,https://www.instagram.com/jewsforceasefirenow/,Columbia University,@sjp.columbia,,
NYC for Abortion Rights,nycforabortionrights,https://www.instagram.com/nycforabortionrights/,Columbia University,@sjp.columbia,,
Ahmed Eldin | أحمد شهاب الدين,ahmedeldinVerified,https://www.instagram.com/ahmedeldin/,Columbia University,@sjp.columbia,,
ليلى,leiladargham,https://www.instagram.com/leiladargham/,Columbia University,@sjp.columbia,,
CUMC for Palestine,cumc4palestine,https://www.instagram.com/cumc4palestine/,Columbia University,@sjp.columbia,,
Left Voice,left_voice,https://www.instagram.com/left_voice/,Columbia University,@sjp.columbia,,
Dar Jafra,cu.darjafra,https://www.instagram.com/cu.darjafra/,Columbia University,@sjp.columbia,,
Wear The Peace®,wearthepeace,https://www.instagram.com/wearthepeace/,Columbia University,@sjp.columbia,,
Harvard Graduate Students 4 Palestine,harvardgs4p,https://www.instagram.com/harvardgs4p/,Columbia University,@sjp.columbia,,
Students for Justice in Palestine @ W&M 🇵🇸,sjpatwm,https://www.instagram.com/sjpatwm/,Columbia University,@sjp.columbia,,
Students for Justice in Palestine at Braxdeis,brandeix_sjp,https://www.instagram.com/brandeix_sjp/,Columbia University,@sjp.columbia,,
Fatima Bhutto,fbhuttoVerified,https://www.instagram.com/fbhutto/,Columbia University,@sjp.columbia,,
Stanford Students for Justice in Palestine,stanfordsjp,https://www.instagram.com/stanfordsjp/,Columbia University,@sjp.columbia,,
Plestia Alaqad | بلستيا العقاد,byplestiaVerified,https://www.instagram.com/byplestia/,Columbia University,@sjp.columbia,,
Craig Mokhiber,craigmokhiber,https://www.instagram.com/craigmokhiber/,Columbia University,@sjp.columbia,,
Arabzies,the.arabzies,https://www.instagram.com/the.arabzies/,Columbia University,@sjp.columbia,,
Students for Justice WU in Palestine and Congo,sforjwu,https://www.instagram.com/sforjwu/,Columbia University,@sjp.columbia,,
Students for Justice in Palestine HU,sjphowardu,https://www.instagram.com/sjphowardu/,Columbia University,@sjp.columbia,,
ayat.nyc,ayat.nyc,https://www.instagram.com/ayat.nyc/,Columbia University,@sjp.columbia,,
Diana Buttu,dianabuttuVerified,https://www.instagram.com/dianabuttu/,Columbia University,@sjp.columbia,,
Motaz Azaiza مُعْتَز عَزَايْزَة ⚡️,motaz_azaizaVerified,https://www.instagram.com/motaz_azaiza/,Columbia University,@sjp.columbia,,
Middle East Eye,middleeasteyeVerified,https://www.instagram.com/middleeasteye/,Columbia University,@sjp.columbia,,
Hala Alyan,hala.n.alyanVerified,https://www.instagram.com/hala.n.alyan/,Columbia University,@sjp.columbia,,
Flstin Fits,flstin_fits,https://www.instagram.com/flstin_fits/,Columbia University,@sjp.columbia,,
azad essa,azad.essaVerified,https://www.instagram.com/azad.essa/,Columbia University,@sjp.columbia,,
Kehlani,kehlaniVerified,https://www.instagram.com/kehlani/,Columbia University,@sjp.columbia,,
Rana Nazzal رنا نزال,rananazzalh,https://www.instagram.com/rananazzalh/,Columbia University,@sjp.columbia,,
Ryan “Teddy” Wyche,fromteddyslens,https://www.instagram.com/fromteddyslens/,Columbia University,@sjp.columbia,,
CAIR New York,cairnewyork,https://www.instagram.com/cairnewyork/,Columbia University,@sjp.columbia,,
Matthew J. Donovan,matthewdonovan__,https://www.instagram.com/matthewdonovan__/,Columbia University,@sjp.columbia,,
Columbia University ASA,cu_afghanalliance,https://www.instagram.com/cu_afghanalliance/,Columbia University,@sjp.columbia,,
Columbia Institute of Global Politics,columbiaigp,https://www.instagram.com/columbiaigp/,Columbia University,@sjp.columbia,,
Columbia | SIPA,columbia.sipa,https://www.instagram.com/columbia.sipa/,Columbia University,@sjp.columbia,,
National Lawyers Guild @ Columbia Law School,cls_nlg,https://www.instagram.com/cls_nlg/,Columbia University,@sjp.columbia,,
Europalestine,europalestine,https://www.instagram.com/europalestine/,Columbia University,@sjp.columbia,,
SJP at GSU,sjpgsu,https://www.instagram.com/sjpgsu/,Columbia University,@sjp.columbia,,
Palestine UTS,sciencespalestine.uts,https://www.instagram.com/sciencespalestine.uts/,Columbia University,@sjp.columbia,,
SJP SciencesPo,sjp.sciencespo,https://www.instagram.com/sjp.sciencespo/,Columbia University,@sjp.columbia,,
CU Club Bangla,cubangla,https://www.instagram.com/cubangla/,Columbia University,@sjp.columbia,,
subway hands,subwayhands,https://www.instagram.com/subwayhands/,Columbia University,@sjp.columbia,,
TO RESIST IS TO LOVE WHAT COULD BE,toresististolove,https://www.instagram.com/toresististolove/,Columbia University,@sjp.columbia,,
Princeton Palestine Liberation Coalition,princeton4palestine,https://www.instagram.com/princeton4palestine/,Columbia University,@sjp.columbia,,
Yalies4Palestine,yalies4palestine,https://www.instagram.com/yalies4palestine/,Columbia University,@sjp.columbia,,
Jewish Voice for Peace Action,jvpaction,https://www.instagram.com/jvpaction/,Columbia University,@sjp.columbia,,
AMEJA,amejaglobal,https://www.instagram.com/amejaglobal/,Columbia University,@sjp.columbia,,
masaha - مساحة,masaha_gsapp,https://www.instagram.com/masaha_gsapp/,Columbia University,@sjp.columbia,,
Institute of Latin American Studies @ Columbia University,ilas_columbia_edu,https://www.instagram.com/ilas_columbia_edu/,Columbia University,@sjp.columbia,,
Columbia University Singapore Students Association,columbia_ssa,https://www.instagram.com/columbia_ssa/,Columbia University,@sjp.columbia,,
Casa Latina,casalatinacu,https://www.instagram.com/casalatinacu/,Columbia University,@sjp.columbia,,
CU Amarte,cu.amarte,https://www.instagram.com/cu.amarte/,Columbia University,@sjp.columbia,,
JVP at UC Berkeley #BDS (archive/alum run),jvpberkeley,https://www.instagram.com/jvpberkeley/,Columbia University,@sjp.columbia,,
SJP at UVA,sjpuva,https://www.instagram.com/sjpuva/,Columbia University,@sjp.columbia,,
1for3.org,1for3palestine,https://www.instagram.com/1for3palestine/,Columbia University,@sjp.columbia,,
Malik Atrash,malikatrash7,https://www.instagram.com/malikatrash7/,Columbia University,@sjp.columbia,,
Dua,dua_hami,https://www.instagram.com/dua_hami/,Columbia University,@sjp.columbia,,
Lana Medawar لانا مدوّر,lanamedawarVerified,https://www.instagram.com/lanamedawar/,Columbia University,@sjp.columbia,,
Nida Guerzoni Abu-Baker,livinlanidaloca,https://www.instagram.com/livinlanidaloca/,Columbia University,@sjp.columbia,,
JVP San Diego,jvpsandiego,https://www.instagram.com/jvpsandiego/,Columbia University,@sjp.columbia,,
KARAMA,karama_now,https://www.instagram.com/karama_now/,Columbia University,@sjp.columbia,,
AMP San Diego,amp.sandiego,https://www.instagram.com/amp.sandiego/,Columbia University,@sjp.columbia,,
SJP at UC San Diego,sjp.ucsd,https://www.instagram.com/sjp.ucsd/,Columbia University,@sjp.columbia,,
Coalition For Civil Freedoms,civilfreedoms,https://www.instagram.com/civilfreedoms/,Columbia University,@sjp.columbia,,
Jewish Voice for Peace New Orleans,jvpnola,https://www.instagram.com/jvpnola/,Columbia University,@sjp.columbia,,
Eye on Surveillance,eos_nola,https://www.instagram.com/eos_nola/,Columbia University,@sjp.columbia,,
Darin J. Sallam,darin.sallamVerified,https://www.instagram.com/darin.sallam/,Columbia University,@sjp.columbia,,
Progressive International,progintl_en,https://www.instagram.com/progintl_en/,Columbia University,@sjp.columbia,,
#freepalestine,savesheikhjarrahnow,https://www.instagram.com/savesheikhjarrahnow/,Columbia University,@sjp.columbia,,
Rice Students for Justice in Palestine 🇵🇸,rice.sjp,https://www.instagram.com/rice.sjp/,Columbia University,@sjp.columbia,,
Anna Rajagopal | אלונה,annarajagopal,https://www.instagram.com/annarajagopal/,Columbia University,@sjp.columbia,,
SJP @ UM-Dearborn,sjpumd,https://www.instagram.com/sjpumd/,Columbia University,@sjp.columbia,,
Handala Coalition of Michigan,handalacoalition,https://www.instagram.com/handalacoalition/,Columbia University,@sjp.columbia,,
For the binat- من اجل البنات,forthebinat,https://www.instagram.com/forthebinat/,Columbia University,@sjp.columbia,,
University of Detroit Mercy SJP,udmsjp,https://www.instagram.com/udmsjp/,Columbia University,@sjp.columbia,,
Wayne State University SJP 𓂆,sjpwsu,https://www.instagram.com/sjpwsu/,Columbia University,@sjp.columbia,,
@SAFEumich,safeumich,https://www.instagram.com/safeumich/,Columbia University,@sjp.columbia,,
Anakbayan Manhattan,anakbayanmanhattan,https://www.instagram.com/anakbayanmanhattan/,Columbia University,@sjp.columbia,,
Fazaa,fazaaprogram,https://www.instagram.com/fazaaprogram/,Columbia University,@sjp.columbia,,
𝗠𝗨𝗦𝗔𝗕_𝗥𝗢𝗧𝗔𝗘,rotae_palestine,https://www.instagram.com/rotae_palestine/,Columbia University,@sjp.columbia,,
Middle Eastern Student Association @ucla,uclamesa,https://www.instagram.com/uclamesa/,Columbia University,@sjp.columbia,,
Munir Atalla,munir_atalla,https://www.instagram.com/munir_atalla/,Columbia University,@sjp.columbia,,
Aciah | آسيا,aciahabdulsater,https://www.instagram.com/aciahabdulsater/,Columbia University,@sjp.columbia,,
Rhodes SJP,rhodessjp,https://www.instagram.com/rhodessjp/,Columbia University,@sjp.columbia,,
Georgetown SJP,sjpgeorgetown,https://www.instagram.com/sjpgeorgetown/,Columbia University,@sjp.columbia,,
AMP Chicago,amp_chicago,https://www.instagram.com/amp_chicago/,Columbia University,@sjp.columbia,,
Demilitarize: ATL 2 Palestine,demilitarize.atl,https://www.instagram.com/demilitarize.atl/,Columbia University,@sjp.columbia,,
The Philly Palestine Coalition,phillypalestinecoalition,https://www.instagram.com/phillypalestinecoalition/,Columbia University,@sjp.columbia,,
Palestinian Artist,bint.bandora,https://www.instagram.com/bint.bandora/,Columbia University,@sjp.columbia,,
Jewish Students For Justice,jsj_solidarity,https://www.instagram.com/jsj_solidarity/,Columbia University,@sjp.columbia,,
Hebh Jamal,hebh_jamal,https://www.instagram.com/hebh_jamal/,Columbia University,@sjp.columbia,,
Dear Ethnic Studies,dearethnicstudies,https://www.instagram.com/dearethnicstudies/,Columbia University,@sjp.columbia,,
CUNY Jewish Antizionist Collective,nioncuny,https://www.instagram.com/nioncuny/,Columbia University,@sjp.columbia,,
P4P CSSW,p4p_cssw,https://www.instagram.com/p4p_cssw/,Columbia University,@sjp.columbia,,
Jeremy Corbyn,jeremycorbynVerified,https://www.instagram.com/jeremycorbyn/,Columbia University,@sjp.columbia,,
Congresswoman Ayanna Pressley,repayannapressleyVerified,https://www.instagram.com/repayannapressley/,Columbia University,@sjp.columbia,,
Congresswoman Rashida Tlaib,reprashidaVerified,https://www.instagram.com/reprashida/,Columbia University,@sjp.columbia,,
Robert Reich,rbreichVerified,https://www.instagram.com/rbreich/,Columbia University,@sjp.columbia,,
The Congressional Caucus on Black Women & Girls,cbwgcaucusVerified,https://www.instagram.com/cbwgcaucus/,Columbia University,@sjp.columbia,,
Zohran Kwame Mamdani,zohrankmamdani,https://www.instagram.com/zohrankmamdani/,Columbia University,@sjp.columbia,,
Alpha Delta Phi,adp.1832,https://www.instagram.com/adp.1832/,Columbia University,@sjp.columbia,,
CLEAR Project,cuny_clear,https://www.instagram.com/cuny_clear/,Columbia University,@sjp.columbia,,
Just Vision,justvisionmediaVerified,https://www.instagram.com/justvisionmedia/,Columbia University,@sjp.columbia,,
Stanford Institute for Diversity in the Arts,idastanford,https://www.instagram.com/idastanford/,Columbia University,@sjp.columbia,,
Shades of Yale,shadesofyale,https://www.instagram.com/shadesofyale/,Columbia University,@sjp.columbia,,
Black Alumni Council (BAC),columbiabac,https://www.instagram.com/columbiabac/,Columbia University,@sjp.columbia,,
DissentCollective,dissentcollective,https://www.instagram.com/dissentcollective/,Columbia University,@sjp.columbia,,
Stop Harvard Land Grabs,stopharvardlandgrabs,https://www.instagram.com/stopharvardlandgrabs/,Columbia University,@sjp.columbia,,
Harvard Undergraduate Black Health Advocates,hubha__,https://www.instagram.com/hubha__/,Columbia University,@sjp.columbia,,
Harvard Out of Occupied Palestine (HOOP),harvardoop,https://www.instagram.com/harvardoop/,Columbia University,@sjp.columbia,,
Harvard Prison Divestment Campaign,harvardpdc,https://www.instagram.com/harvardpdc/,Columbia University,@sjp.columbia,,
The Race Against Race,50milerunforjusticeprotest,https://www.instagram.com/50milerunforjusticeprotest/,Columbia University,@sjp.columbia,,
Equality for Flatbush,equality4flatbush,https://www.instagram.com/equality4flatbush/,Columbia University,@sjp.columbia,,
PAL-Awda NY🗝️,palawda,https://www.instagram.com/palawda/,Columbia University,@sjp.columbia,,
Socialist Action,socialistactionca,https://www.instagram.com/socialistactionca/,Columbia University,@sjp.columbia,,
Leicester People for Palestine,leicesterpeopleforpalestine,https://www.instagram.com/leicesterpeopleforpalestine/,Columbia University,@sjp.columbia,,
Columbia Postdoctoral Workers - UAW Local 4💯,cpw_uaw,https://www.instagram.com/cpw_uaw/,Columbia University,@sjp.columbia,,
Desis Rising Up & Moving,drumnyc,https://www.instagram.com/drumnyc/,Columbia University,@sjp.columbia,,
CAAAV,caaavnyc,https://www.instagram.com/caaavnyc/,Columbia University,@sjp.columbia,,
Hirbawi® Official,hirbawi,https://www.instagram.com/hirbawi/,Columbia University,@sjp.columbia,,
EMR,emr_harvard,https://www.instagram.com/emr_harvard/,Columbia University,@sjp.columbia,,
7amleh Center,7amlehVerified,https://www.instagram.com/7amleh/,Columbia University,@sjp.columbia,,
,evolve.create,https://www.instagram.com/evolve.create/,Columbia University,@sjp.columbia,,
Mai Morsy,wandering.chameleon,https://www.instagram.com/wandering.chameleon/,Columbia University,@sjp.columbia,,
Bambu DePistola,bambudepistolaVerified,https://www.instagram.com/bambudepistola/,Columbia University,@sjp.columbia,,
Lowkey,lowkeyonline,https://www.instagram.com/lowkeyonline/,Columbia University,@sjp.columbia,,
Rasha Nahas,rasha_nahasVerified,https://www.instagram.com/rasha_nahas/,Columbia University,@sjp.columbia,,
Psc Medway,medwaypsc,https://www.instagram.com/medwaypsc/,Columbia University,@sjp.columbia,,
CU Palestinian Solidarity Society,cambridgepalsoc,https://www.instagram.com/cambridgepalsoc/,Columbia University,@sjp.columbia,,
CU Housing Equity Project,columbia_hep,https://www.instagram.com/columbia_hep/,Columbia University,@sjp.columbia,,
YDSA at SFSU,ydsa_sfsu,https://www.instagram.com/ydsa_sfsu/,Columbia University,@sjp.columbia,,
Palestinian Community Initiative,pcihouston,https://www.instagram.com/pcihouston/,Columbia University,@sjp.columbia,,
KUVRD ™ | كڤرد,kuvrd,https://www.instagram.com/kuvrd/,Columbia University,@sjp.columbia,,
KW Palestine Solidarity Day,kwpalestinefestival,https://www.instagram.com/kwpalestinefestival/,Columbia University,@sjp.columbia,,
ADC National,adcnationalVerified,https://www.instagram.com/adcnational/,Columbia University,@sjp.columbia,,
Sarah Lawrence Students for Justice in Palestine,slc.sjp,https://www.instagram.com/slc.sjp/,Columbia University,@sjp.columbia,,
UMB SJP Chapter,umbsjp,https://www.instagram.com/umbsjp/,Columbia University,@sjp.columbia,,
CLS Public Interest/Public Service Office,columbiapipsoffice,https://www.instagram.com/columbiapipsoffice/,Columbia University,@sjp.columbia,,
RightsViews,rightsviews_columbia,https://www.instagram.com/rightsviews_columbia/,Columbia University,@sjp.columbia,,
Climate Refugees,climate.refugees,https://www.instagram.com/climate.refugees/,Columbia University,@sjp.columbia,,
America Reads📕 @columbia,cuamericareads,https://www.instagram.com/cuamericareads/,Columbia University,@sjp.columbia,,
The Human Rights Working Group,sipa_humanrightswg,https://www.instagram.com/sipa_humanrightswg/,Columbia University,@sjp.columbia,,
ISHR,ishr_columbia,https://www.instagram.com/ishr_columbia/,Columbia University,@sjp.columbia,,
Center for American Studies at Columbia University,amstudcolumbia,https://www.instagram.com/amstudcolumbia/,Columbia University,@sjp.columbia,,
South Asia Association @ SIPA,southasiaassociation,https://www.instagram.com/southasiaassociation/,Columbia University,@sjp.columbia,,
CSER Student Advisory Board,csersabcolumbia,https://www.instagram.com/csersabcolumbia/,Columbia University,@sjp.columbia,,
Columbia Student Disability Network,csdn_columbia,https://www.instagram.com/csdn_columbia/,Columbia University,@sjp.columbia,,
The Food Pantry at Columbia,thefoodpantryatcolumbia,https://www.instagram.com/thefoodpantryatcolumbia/,Columbia University,@sjp.columbia,,
The Eye,theeye.mag,https://www.instagram.com/theeye.mag/,Columbia University,@sjp.columbia,,
Neurodivergent @ Columbia,neurodivergentatcolumbia,https://www.instagram.com/neurodivergentatcolumbia/,Columbia University,@sjp.columbia,,
CU Amnesty International,amnestycolumbia,https://www.instagram.com/amnestycolumbia/,Columbia University,@sjp.columbia,,
TCStudentSenate,tcstudentsenate,https://www.instagram.com/tcstudentsenate/,Columbia University,@sjp.columbia,,
CU Students for Human Rights,cuhumanrights,https://www.instagram.com/cuhumanrights/,Columbia University,@sjp.columbia,,
sporas,sporasscattered,https://www.instagram.com/sporasscattered/,Columbia University,@sjp.columbia,,
FREE CUNY!,freecuny,https://www.instagram.com/freecuny/,Columbia University,@sjp.columbia,,
Columbia University APAHM,cuapahm,https://www.instagram.com/cuapahm/,Columbia University,@sjp.columbia,,
SSA at VCU,ssaatvcu,https://www.instagram.com/ssaatvcu/,Columbia University,@sjp.columbia,,
Music Performance Program @ Columbia,mppcolumbia,https://www.instagram.com/mppcolumbia/,Columbia University,@sjp.columbia,,
Palestine Solidarity Working Group,palestineswg,https://www.instagram.com/palestineswg/,Columbia University,@sjp.columbia,,
Virginia Student Power Network,vastudentpower,https://www.instagram.com/vastudentpower/,Columbia University,@sjp.columbia,,
SDG Hub @ Columbia University,sdghub.columbia,https://www.instagram.com/sdghub.columbia/,Columbia University,@sjp.columbia,,
CUNY for Palestine,cuny4palestine,https://www.instagram.com/cuny4palestine/,Columbia University,@sjp.columbia,,
Columbia Social Workers for Palestine,cssw4palestine,https://www.instagram.com/cssw4palestine/,Columbia University,@sjp.columbia,,
Abolition Caucus at CSSW,abolitioncssw,https://www.instagram.com/abolitioncssw/,Columbia University,@sjp.columbia,,
SHUTITDOWN,shutitdownnyu,https://www.instagram.com/shutitdownnyu/,Columbia University,@sjp.columbia,,
Asiyah Women’s Center,asiyahwomenscenter,https://www.instagram.com/asiyahwomenscenter/,Columbia University,@sjp.columbia,,
The Palestine Pod,thepalestinepod,https://www.instagram.com/thepalestinepod/,Columbia University,@sjp.columbia,,
زَكَرِيّا,zachhusseinvisual,https://www.instagram.com/zachhusseinvisual/,Columbia University,@sjp.columbia,,
Brown/RISD YDSA,brown_risd_ydsa,https://www.instagram.com/brown_risd_ydsa/,Columbia University,@sjp.columbia,,
GQ Middle East,gqmiddleeastVerified,https://www.instagram.com/gqmiddleeast/,Columbia University,@sjp.columbia,,
the bulletin,thebulletincu,https://www.instagram.com/thebulletincu/,Columbia University,@sjp.columbia,,
Lehigh Valley SJP,lv_sjp,https://www.instagram.com/lv_sjp/,Columbia University,@sjp.columbia,,
Unchilding - نزع الطفولة,unchilding48,https://www.instagram.com/unchilding48/,Columbia University,@sjp.columbia,,
Hannah Moushabeck,hannahmoushabeck,https://www.instagram.com/hannahmoushabeck/,Columbia University,@sjp.columbia,,
Maha,mahaessid,https://www.instagram.com/mahaessid/,Columbia University,@sjp.columbia,,
rooted in palestine,rootedinpalestine,https://www.instagram.com/rootedinpalestine/,Columbia University,@sjp.columbia,,
Revolutionary Marxist Students,marxist_students,https://www.instagram.com/marxist_students/,Columbia University,@sjp.columbia,,
Columbia Middle East Institute,columbia.mei,https://www.instagram.com/columbia.mei/,Columbia University,@sjp.columbia,,
Health For Palestine,health4palestine,https://www.instagram.com/health4palestine/,Columbia University,@sjp.columbia,,
,disorientalizing2,https://www.instagram.com/disorientalizing2/,Columbia University,@sjp.columbia,,
The Wellness Spot,barnardwellnessspot,https://www.instagram.com/barnardwellnessspot/,Columbia University,@sjp.columbia,,
Mexican Students Association,mexsa.columbia,https://www.instagram.com/mexsa.columbia/,Columbia University,@sjp.columbia,,
+972 Magazine,972mag,https://www.instagram.com/972mag/,Columbia University,@sjp.columbia,,
Louisville Students for Justice in Palestine (LSJP),louisvillesjp,https://www.instagram.com/louisvillesjp/,Columbia University,@sjp.columbia,,
Oxford Palestine Society,oxfordpalsoc,https://www.instagram.com/oxfordpalsoc/,Columbia University,@sjp.columbia,,
NYU SJP,nyu_sjp,https://www.instagram.com/nyu_sjp/,Columbia University,@sjp.columbia,,
#UTDivest,utd_divest,https://www.instagram.com/utd_divest/,Columbia University,@sjp.columbia,,
Barnard Center for Research on Women,thebcrw,https://www.instagram.com/thebcrw/,Columbia University,@sjp.columbia,,
Behind Enemy Lines,anti_imperialist_resistance,https://www.instagram.com/anti_imperialist_resistance/,Columbia University,@sjp.columbia,,
The Illuminator,the.illuminator,https://www.instagram.com/the.illuminator/,Columbia University,@sjp.columbia,,
أحمد,ahmireh,https://www.instagram.com/ahmireh/,Columbia University,@sjp.columbia,,
College of Staten Island SJP,sjp_csi,https://www.instagram.com/sjp_csi/,Columbia University,@sjp.columbia,,
SUPR,suprmsu,https://www.instagram.com/suprmsu/,Columbia University,@sjp.columbia,,
BeingBarnard,beingbarnard,https://www.instagram.com/beingbarnard/,Columbia University,@sjp.columbia,,
Palestine Solidarity Coalition,dartmouth_psc,https://www.instagram.com/dartmouth_psc/,Columbia University,@sjp.columbia,,
Shatha,notshathaa,https://www.instagram.com/notshathaa/,Columbia University,@sjp.columbia,,
رؤى ريماوي,ruarimawi,https://www.instagram.com/ruarimawi/,Columbia University,@sjp.columbia,,
CURA Collective,cu_racollective,https://www.instagram.com/cu_racollective/,Columbia University,@sjp.columbia,,
Palestinian Youth Movement,palyouthmvmt,https://www.instagram.com/palyouthmvmt/,Columbia University,@sjp.columbia,,
مريم,disorientalizing,https://www.instagram.com/disorientalizing/,Columbia University,@sjp.columbia,,
بــــراء,bara2x,https://www.instagram.com/bara2x/,Columbia University,@sjp.columbia,,
Free Alaa,freedomforalaa,https://www.instagram.com/freedomforalaa/,Columbia University,@sjp.columbia,,
Columbia University Sewa,columbiasewa,https://www.instagram.com/columbiasewa/,Columbia University,@sjp.columbia,,
BCAC,bcabolitioncollective,https://www.instagram.com/bcabolitioncollective/,Columbia University,@sjp.columbia,,
UC Divest Coalition,uc_divest,https://www.instagram.com/uc_divest/,Columbia University,@sjp.columbia,,
ARMENIANS OF COLUMBIA 🇦🇲🦁,columbiaarmenians,https://www.instagram.com/columbiaarmenians/,Columbia University,@sjp.columbia,,
Barnard RA Union,barnardraunion,https://www.instagram.com/barnardraunion/,Columbia University,@sjp.columbia,,
Columbia Somali Student Assc.,columbia.ssa,https://www.instagram.com/columbia.ssa/,Columbia University,@sjp.columbia,,
Columbia Iranian Students Association (CISA),cu.iranis,https://www.instagram.com/cu.iranis/,Columbia University,@sjp.columbia,,
Rutgers Adjunct Faculty Union,ruaaup_ptl,https://www.instagram.com/ruaaup_ptl/,Columbia University,@sjp.columbia,,
فلسطيني من كل مكان,unitedpalestinians,https://www.instagram.com/unitedpalestinians/,Columbia University,@sjp.columbia,,
SJP Rutgers-Newark 🇵🇸,rsjpnewark,https://www.instagram.com/rsjpnewark/,Columbia University,@sjp.columbia,,
National Lawyers Guild-RUN,nlg.run,https://www.instagram.com/nlg.run/,Columbia University,@sjp.columbia,,
SJP - UWM,sjpmilwaukee,https://www.instagram.com/sjpmilwaukee/,Columbia University,@sjp.columbia,,
Barnard ERC,barnarderc,https://www.instagram.com/barnarderc/,Columbia University,@sjp.columbia,,
SJP Marquette,sjpmarquette,https://www.instagram.com/sjpmarquette/,Columbia University,@sjp.columbia,,
New School Students for Justice in Palestine,tns.sjp,https://www.instagram.com/tns.sjp/,Columbia University,@sjp.columbia,,
CCNY SJP 🇵🇸🦫,ccnysjp,https://www.instagram.com/ccnysjp/,Columbia University,@sjp.columbia,,
Palestine Solidarity Alliance,psahuntercollege,https://www.instagram.com/psahuntercollege/,Columbia University,@sjp.columbia,,
AR,a_f_rima,https://www.instagram.com/a_f_rima/,Columbia University,@sjp.columbia,,
Columbia Women in Data & Tech - CWDT,columbiawdt,https://www.instagram.com/columbiawdt/,Columbia University,@sjp.columbia,,
Office of Community Engagement & Inclusion @ Barnard College,ceibarnard,https://www.instagram.com/ceibarnard/,Columbia University,@sjp.columbia,,
Palestine Solidarity Network 🇵🇸,fordhampsn,https://www.instagram.com/fordhampsn/,Columbia University,@sjp.columbia,,
Barnard CSC,barnard_csc,https://www.instagram.com/barnard_csc/,Columbia University,@sjp.columbia,,
Coalition Against Apartheid,mit_caa,https://www.instagram.com/mit_caa/,Columbia University,@sjp.columbia,,
Harvard Undergraduate Palestine Solidarity Committee,harvxrdpsc,https://www.instagram.com/harvxrdpsc/,Columbia University,@sjp.columbia,,
عطا ابو لبدة,atta._.atta,https://www.instagram.com/atta._.atta/,Columbia University,@sjp.columbia,,
Ahmed M. Aburaida,ahmedraida996,https://www.instagram.com/ahmedraida996/,Columbia University,@sjp.columbia,,
Gaza Mutual Aid Collective,gazamutualaid,https://www.instagram.com/gazamutualaid/,Columbia University,@sjp.columbia,,
SJP at UIC,sjpuic,https://www.instagram.com/sjpuic/,Columbia University,@sjp.columbia,,
Palestinian Culture Club,macaulaypcc,https://www.instagram.com/macaulaypcc/,Columbia University,@sjp.columbia,,
CWRU’s Students for Justice in Palestine,cwru_sjp,https://www.instagram.com/cwru_sjp/,Columbia University,@sjp.columbia,,
Haydar,haydarisms_,https://www.instagram.com/haydarisms_/,Columbia University,@sjp.columbia,,
,gsapp4palestine,https://www.instagram.com/gsapp4palestine/,Columbia University,@sjp.columbia,,
Sara,therealhalabie,https://www.instagram.com/therealhalabie/,Columbia University,@sjp.columbia,,
KEY48 - مفتاح٤٨,key48return,https://www.instagram.com/key48return/,Columbia University,@sjp.columbia,,
MetrasGlobal,metras_global,https://www.instagram.com/metras_global/,Columbia University,@sjp.columbia,,
Asha A E,ashasaizu,https://www.instagram.com/ashasaizu/,Columbia University,@sjp.columbia,,
Anakbayan at UIC,anakbayan_atuic,https://www.instagram.com/anakbayan_atuic/,Columbia University,@sjp.columbia,,
