given_name,user_name,profile_link,association,followed_by,,
Midwest SJP,midwestsjp,https://www.instagram.com/midwestsjp/,Ohio State University,@sjposu,,
Sara Abou Rashed سارة أبوراشد,saraabourashedVerified,https://www.instagram.com/saraabourashed/,Ohio State University,@sjposu,,
MASA @ OSU,masa_osu,https://www.instagram.com/masa_osu/,Ohio State University,@sjposu,,
NSSA at Ohio State,nssaosu,https://www.instagram.com/nssaosu/,Ohio State University,@sjposu,,
Fordham SJP,fordhamsjp,https://www.instagram.com/fordhamsjp/,Ohio State University,@sjposu,,
Students for Justice in Palestine - William Paterson University,wpunj_sjp,https://www.instagram.com/wpunj_sjp/,Ohio State University,@sjposu,,
UMD SJP,umd_sjp,https://www.instagram.com/umd_sjp/,Ohio State University,@sjposu,,
Palestine Solidarity Committee,psc_atx,https://www.instagram.com/psc_atx/,Ohio State University,@sjposu,,
YDSA Ohio State,ydsaosu,https://www.instagram.com/ydsaosu/,Ohio State University,@sjposu,,
SJP at UofSC,uofsc_sjp,https://www.instagram.com/uofsc_sjp/,Ohio State University,@sjposu,,
Gaza Poets Society,gazapoets,https://www.instagram.com/gazapoets/,Ohio State University,@sjposu,,
SJP - UWM,sjpmilwaukee,https://www.instagram.com/sjpmilwaukee/,Ohio State University,@sjposu,,
SJP at GSU,sjpgsu,https://www.instagram.com/sjpgsu/,Ohio State University,@sjposu,,
SJP at UIC,sjpuic,https://www.instagram.com/sjpuic/,Ohio State University,@sjposu,,
SJP Houston 🇵🇸,sjphtx,https://www.instagram.com/sjphtx/,Ohio State University,@sjposu,,
Students for Justice in Palestine at Saint Xavier University 🇵🇸,sjpsxu_,https://www.instagram.com/sjpsxu_/,Ohio State University,@sjposu,,
Students for Justice in Palestine at UCI,sjp.uci,https://www.instagram.com/sjp.uci/,Ohio State University,@sjposu,,
USC SJP (Backup),usc_sjp_backup,https://www.instagram.com/usc_sjp_backup/,Ohio State University,@sjposu,,
SJP Marquette,sjpmarquette,https://www.instagram.com/sjpmarquette/,Ohio State University,@sjposu,,
SJP @ UM-Dearborn,sjpumd,https://www.instagram.com/sjpumd/,Ohio State University,@sjposu,,
SJP at Pitt,sjp_pitt,https://www.instagram.com/sjp_pitt/,Ohio State University,@sjposu,,
Temple SJP,sjptemple,https://www.instagram.com/sjptemple/,Ohio State University,@sjposu,,
UB Students for Justice in Palestine,sjp_ub,https://www.instagram.com/sjp_ub/,Ohio State University,@sjposu,,
PWA @ OSU,pwaosu,https://www.instagram.com/pwaosu/,Ohio State University,@sjposu,,
SJP-UT,toledosjp,https://www.instagram.com/toledosjp/,Ohio State University,@sjposu,,
SJP at ASU,sjpasu,https://www.instagram.com/sjpasu/,Ohio State University,@sjposu,,
SJP Binghamton,sjpbinghamton,https://www.instagram.com/sjpbinghamton/,Ohio State University,@sjposu,,
SUPR,suprmsu,https://www.instagram.com/suprmsu/,Ohio State University,@sjposu,,
CAIR-Ohio,cairohio,https://www.instagram.com/cairohio/,Ohio State University,@sjposu,,
SOS At WSU,sosatwsu,https://www.instagram.com/sosatwsu/,Ohio State University,@sjposu,,
Students for Justice in Palestine,sjp_usf,https://www.instagram.com/sjp_usf/,Ohio State University,@sjposu,,
Butler University SJP Chapter,sjpbutler_,https://www.instagram.com/sjpbutler_/,Ohio State University,@sjposu,,
PASA@OSU 🇵🇰,pasaatosu,https://www.instagram.com/pasaatosu/,Ohio State University,@sjposu,,
Students for Justice in Palestine - KSU,ksusjp,https://www.instagram.com/ksusjp/,Ohio State University,@sjposu,,
National SJP,nationalsjp,https://www.instagram.com/nationalsjp/,Ohio State University,@sjposu,,
Palestine Museum US,palestinemuseum.us,https://www.instagram.com/palestinemuseum.us/,Ohio State University,@sjposu,,
Eye On Palestine,eye.on.palestineVerified,https://www.instagram.com/eye.on.palestine/,Ohio State University,@sjposu,,
Mondoweiss,mondoweiss,https://www.instagram.com/mondoweiss/,Ohio State University,@sjposu,,
Jewish Voice for Peace,jewishvoiceforpeace,https://www.instagram.com/jewishvoiceforpeace/,Ohio State University,@sjposu,,
IMEU,theimeuVerified,https://www.instagram.com/theimeu/,Ohio State University,@sjposu,,
SJP Purdue 🇵🇸,sjppurdue,https://www.instagram.com/sjppurdue/,Ohio State University,@sjposu,,
OU_SJP,sjp_ou,https://www.instagram.com/sjp_ou/,Ohio State University,@sjposu,,
Wayne State University SJP 𓂆,sjpwsu,https://www.instagram.com/sjpwsu/,Ohio State University,@sjposu,,
Georgetown SJP,georgetownsjp,https://www.instagram.com/georgetownsjp/,Ohio State University,@sjposu,,
SJPEMU,emusjp,https://www.instagram.com/emusjp/,Ohio State University,@sjposu,,
Basheer Kayali بشير كيالي,basheezy90,https://www.instagram.com/basheezy90/,Ohio State University,@sjposu,,
Talha Saif,talhapia,https://www.instagram.com/talhapia/,Ohio State University,@sjposu,,
Arab Student Union @ OSU,asuatosu,https://www.instagram.com/asuatosu/,Ohio State University,@sjposu,,
,niddyy,https://www.instagram.com/niddyy/,Ohio State University,@sjposu,,
𝑴𝒂𝒓𝒚𝒂𝒎 𝑸𝒂𝒅𝒐𝒐𝒎,m_qadoom,https://www.instagram.com/m_qadoom/,Ohio State University,@sjposu,,
Taha Hasan,t_hasan007,https://www.instagram.com/t_hasan007/,Ohio State University,@sjposu,,
Abdulaziz Bukhari 🇸🇦,3z0ozi,https://www.instagram.com/3z0ozi/,Ohio State University,@sjposu,,
Rawan Atari-Khan,rawan.atari.khan,https://www.instagram.com/rawan.atari.khan/,Ohio State University,@sjposu,,
Yazen,yaz_qaisi,https://www.instagram.com/yaz_qaisi/,Ohio State University,@sjposu,,
yuskezy,yuskezy,https://www.instagram.com/yuskezy/,Ohio State University,@sjposu,,
Soukaina Fram,moroccan_kiki,https://www.instagram.com/moroccan_kiki/,Ohio State University,@sjposu,,
NICC Youth,youth_nicc,https://www.instagram.com/youth_nicc/,Ohio State University,@sjposu,,
Firman Parlindungan,f_parlindungan,https://www.instagram.com/f_parlindungan/,Ohio State University,@sjposu,,
Dana Hamza,dandooneh_97,https://www.instagram.com/dandooneh_97/,Ohio State University,@sjposu,,
Q,q_droplet,https://www.instagram.com/q_droplet/,Ohio State University,@sjposu,,
Khader,khaderder,https://www.instagram.com/khaderder/,Ohio State University,@sjposu,,
Qania,qania36,https://www.instagram.com/qania36/,Ohio State University,@sjposu,,
Jeffrin Wisel,jeffrinwisel,https://www.instagram.com/jeffrinwisel/,Ohio State University,@sjposu,,
Ali Usmani,ali_usm,https://www.instagram.com/ali_usm/,Ohio State University,@sjposu,,
Sabeen Sidiki,sidiki91,https://www.instagram.com/sidiki91/,Ohio State University,@sjposu,,
Omar Saeed,omarbsaeed,https://www.instagram.com/omarbsaeed/,Ohio State University,@sjposu,,
Maheen Nadeem,mvheenn,https://www.instagram.com/mvheenn/,Ohio State University,@sjposu,,
Alaa Shabaneh,cofe.qwen,https://www.instagram.com/cofe.qwen/,Ohio State University,@sjposu,,
Seiph Musallam,sefoeldeen,https://www.instagram.com/sefoeldeen/,Ohio State University,@sjposu,,
Colleen Craig,leencraig,https://www.instagram.com/leencraig/,Ohio State University,@sjposu,,
Maham Khan,mahamkhan_97,https://www.instagram.com/mahamkhan_97/,Ohio State University,@sjposu,,
,imghadeer,https://www.instagram.com/imghadeer/,Ohio State University,@sjposu,,
hamze,xamze_,https://www.instagram.com/xamze_/,Ohio State University,@sjposu,,
Sameh Hussein,_sameh_hussein_,https://www.instagram.com/_sameh_hussein_/,Ohio State University,@sjposu,,
Mohamad Ayoun,mohamadayoun,https://www.instagram.com/mohamadayoun/,Ohio State University,@sjposu,,
Dinah J,dinah_jbr,https://www.instagram.com/dinah_jbr/,Ohio State University,@sjposu,,
Mohamed Dawi,moedawi7,https://www.instagram.com/moedawi7/,Ohio State University,@sjposu,,
Hannah Sanders,han.sands,https://www.instagram.com/han.sands/,Ohio State University,@sjposu,,
Shahd Qaisi,s_qaisi,https://www.instagram.com/s_qaisi/,Ohio State University,@sjposu,,
Samiah,insamiah,https://www.instagram.com/insamiah/,Ohio State University,@sjposu,,
Kush Doshi,blazinkushdoshi,https://www.instagram.com/blazinkushdoshi/,Ohio State University,@sjposu,,
haroun,hqdada,https://www.instagram.com/hqdada/,Ohio State University,@sjposu,,
PaliRoots,paliroots,https://www.instagram.com/paliroots/,Ohio State University,@sjposu,,
Waliah Saif,saif.and.sound,https://www.instagram.com/saif.and.sound/,Ohio State University,@sjposu,,
Time for Change Week OSU,t4cosu,https://www.instagram.com/t4cosu/,Ohio State University,@sjposu,,
Hussam Kashkeesh,husswole_kash,https://www.instagram.com/husswole_kash/,Ohio State University,@sjposu,,
International Affairs at Ohio State,osuglobal,https://www.instagram.com/osuglobal/,Ohio State University,@sjposu,,
Rayan Magsi,rayanmagsi,https://www.instagram.com/rayanmagsi/,Ohio State University,@sjposu,,
MSA at Ohio State,muslimbuckeyes,https://www.instagram.com/muslimbuckeyes/,Ohio State University,@sjposu,,
OAS at OSU,oasatosu,https://www.instagram.com/oasatosu/,Ohio State University,@sjposu,,
Art of Freedom | فرقة فن الحرية,aof_dabke,https://www.instagram.com/aof_dabke/,Ohio State University,@sjposu,,
OSU Divest,osudivest,https://www.instagram.com/osudivest/,Ohio State University,@sjposu,,
ياسمين☁️,smilyyasmine,https://www.instagram.com/smilyyasmine/,Ohio State University,@sjposu,,
Yashna Panda,twinklefizaduniyawala,https://www.instagram.com/twinklefizaduniyawala/,Ohio State University,@sjposu,,
jenna | جنا,jennakarajeh,https://www.instagram.com/jennakarajeh/,Ohio State University,@sjposu,,
Furat ♥ فرات,furat_abdallah,https://www.instagram.com/furat_abdallah/,Ohio State University,@sjposu,,
___Naz Rasoul01_,___naz_rasoul28,https://www.instagram.com/___naz_rasoul28/,Ohio State University,@sjposu,,
Kareem Rasul,k_rasul,https://www.instagram.com/k_rasul/,Ohio State University,@sjposu,,
Yohanna,_yoyohannaa,https://www.instagram.com/_yoyohannaa/,Ohio State University,@sjposu,,
Ahmed,adaboul18,https://www.instagram.com/adaboul18/,Ohio State University,@sjposu,,
Eyad,e_daddy_hummus,https://www.instagram.com/e_daddy_hummus/,Ohio State University,@sjposu,,
دانيال ربيع,daniellerabie,https://www.instagram.com/daniellerabie/,Ohio State University,@sjposu,,
Amani Khalil,amani_khalill,https://www.instagram.com/amani_khalill/,Ohio State University,@sjposu,,
Raneem M Saleh,_raneemmsaleh_,https://www.instagram.com/_raneemmsaleh_/,Ohio State University,@sjposu,,
Anwaar ♡,_anwaar_h,https://www.instagram.com/_anwaar_h/,Ohio State University,@sjposu,,
Riwa Hafez,riwahafez,https://www.instagram.com/riwahafez/,Ohio State University,@sjposu,,
Fatmeh Hamed,fatmeh_hamed,https://www.instagram.com/fatmeh_hamed/,Ohio State University,@sjposu,,
احمد,karsenal762,https://www.instagram.com/karsenal762/,Ohio State University,@sjposu,,
Hazem Jallaq,hazemjallaq,https://www.instagram.com/hazemjallaq/,Ohio State University,@sjposu,,
Mohamed,mohamedinthewild,https://www.instagram.com/mohamedinthewild/,Ohio State University,@sjposu,,
Omer Baig,baigomer_,https://www.instagram.com/baigomer_/,Ohio State University,@sjposu,,
Cameron Ahmed,cameronahmed,https://www.instagram.com/cameronahmed/,Ohio State University,@sjposu,,
Sami | Hamid,samimubarak1,https://www.instagram.com/samimubarak1/,Ohio State University,@sjposu,,
Summer Baraka | سمر بركة,habitbaraka,https://www.instagram.com/habitbaraka/,Ohio State University,@sjposu,,
L,li0ncrab,https://www.instagram.com/li0ncrab/,Ohio State University,@sjposu,,
Yousef,yyacoubian,https://www.instagram.com/yyacoubian/,Ohio State University,@sjposu,,
Mayssa Masri | ميساء مصري,mayssamasri,https://www.instagram.com/mayssamasri/,Ohio State University,@sjposu,,
Rowad Mahmoud,rowadmahmoud,https://www.instagram.com/rowadmahmoud/,Ohio State University,@sjposu,,
ChalkBack PSU,chalkbackpsu,https://www.instagram.com/chalkbackpsu/,Pennsylvania State University,@pennstatesjp,,
Bangladesh Student Association at Penn State,bsa.psu,https://www.instagram.com/bsa.psu/,Pennsylvania State University,@pennstatesjp,,
Harrisburg Palestine Coalition,hbgpalestinecoalition,https://www.instagram.com/hbgpalestinecoalition/,Pennsylvania State University,@pennstatesjp,,
Wayne Law SJP,waynelawsjp,https://www.instagram.com/waynelawsjp/,Pennsylvania State University,@pennstatesjp,,
PSU Harrisburg MSA,msa_psh,https://www.instagram.com/msa_psh/,Pennsylvania State University,@pennstatesjp,,
Indigenous Peoples Student Association,ipsa_psu,https://www.instagram.com/ipsa_psu/,Pennsylvania State University,@pennstatesjp,,
USPSU,unitedsocialistspsu,https://www.instagram.com/unitedsocialistspsu/,Pennsylvania State University,@pennstatesjp,,
SJP @ John Carroll,sjpjcu,https://www.instagram.com/sjpjcu/,Pennsylvania State University,@pennstatesjp,,
Penn State PSA,pennstatepsa,https://www.instagram.com/pennstatepsa/,Pennsylvania State University,@pennstatesjp,,
PYM NYC,nycpym,https://www.instagram.com/nycpym/,Pennsylvania State University,@pennstatesjp,,
Columbia University Apartheid Divest (CUAD),cuapartheiddivest,https://www.instagram.com/cuapartheiddivest/,Pennsylvania State University,@pennstatesjp,,
Palestine@MIT,palestineatmit,https://www.instagram.com/palestineatmit/,Pennsylvania State University,@pennstatesjp,,
Students for Justice in Palestine at Saint Xavier University 🇵🇸,sjpsxu_,https://www.instagram.com/sjpsxu_/,Pennsylvania State University,@pennstatesjp,,
Peruvian Student Association,pennstate.pe,https://www.instagram.com/pennstate.pe/,Pennsylvania State University,@pennstatesjp,,
AMMSA PSCOM,ammsa_pscom,https://www.instagram.com/ammsa_pscom/,Pennsylvania State University,@pennstatesjp,,
SJP SBCC,sjp_sbcc,https://www.instagram.com/sjp_sbcc/,Pennsylvania State University,@pennstatesjp,,
Jadaliyya,jadaliyya,https://www.instagram.com/jadaliyya/,Pennsylvania State University,@pennstatesjp,,
Coalition of Grad Employees,cge_psu,https://www.instagram.com/cge_psu/,Pennsylvania State University,@pennstatesjp,,
The Ember,theembernews,https://www.instagram.com/theembernews/,Pennsylvania State University,@pennstatesjp,,
Palestine Solidarity Working Group,palestineswg,https://www.instagram.com/palestineswg/,Pennsylvania State University,@pennstatesjp,,
UO SJP,sjp.uo,https://www.instagram.com/sjp.uo/,Pennsylvania State University,@pennstatesjp,,
FTPstatecollege,ftpstatecollege,https://www.instagram.com/ftpstatecollege/,Pennsylvania State University,@pennstatesjp,,
3 Dots Downtown,3dotsdowntown,https://www.instagram.com/3dotsdowntown/,Pennsylvania State University,@pennstatesjp,,
Palestine Action US,pal_actionus,https://www.instagram.com/pal_actionus/,Pennsylvania State University,@pennstatesjp,,
Deep Roots Collective,deep_roots_collective,https://www.instagram.com/deep_roots_collective/,Pennsylvania State University,@pennstatesjp,,
YDSA,ydsa_official,https://www.instagram.com/ydsa_official/,Pennsylvania State University,@pennstatesjp,,
Columbia Social Workers for Palestine,cssw4palestine,https://www.instagram.com/cssw4palestine/,Pennsylvania State University,@pennstatesjp,,
SJP Houston 🇵🇸,sjphtx,https://www.instagram.com/sjphtx/,Pennsylvania State University,@pennstatesjp,,
Scientists for Palestine,scientists4palestine,https://www.instagram.com/scientists4palestine/,Pennsylvania State University,@pennstatesjp,,
gregg connolly,greggconnolly9,https://www.instagram.com/greggconnolly9/,Pennsylvania State University,@pennstatesjp,,
Central PA Trans Alliance,centralpatransalliance,https://www.instagram.com/centralpatransalliance/,Pennsylvania State University,@pennstatesjp,,
Drexel Palestine Coalition,drexel.palestine.coalition,https://www.instagram.com/drexel.palestine.coalition/,Pennsylvania State University,@pennstatesjp,,
Graduate Alliance for Diversity and Inclusion,gadi.psu,https://www.instagram.com/gadi.psu/,Pennsylvania State University,@pennstatesjp,,
Islamic Center Masjid Al-Sabereen,alsabereenmasjid,https://www.instagram.com/alsabereenmasjid/,Pennsylvania State University,@pennstatesjp,,
Palestinian Feminist Collective,palestinianfeministcollective,https://www.instagram.com/palestinianfeministcollective/,Pennsylvania State University,@pennstatesjp,,
goth club at penn state🦇,psu.goths,https://www.instagram.com/psu.goths/,Pennsylvania State University,@pennstatesjp,,
People's Defense Front - Northern Appalachia,peoplesdefensefront,https://www.instagram.com/peoplesdefensefront/,Pennsylvania State University,@pennstatesjp,,
Kim Saira,kimsairaVerified,https://www.instagram.com/kimsaira/,Pennsylvania State University,@pennstatesjp,,
UMass Amherst SJP,umass_sjp,https://www.instagram.com/umass_sjp/,Pennsylvania State University,@pennstatesjp,,
UMASS Dissenters,umassdissenters,https://www.instagram.com/umassdissenters/,Pennsylvania State University,@pennstatesjp,,
Rhoneymeade Fest,rhoneymeadefest,https://www.instagram.com/rhoneymeadefest/,Pennsylvania State University,@pennstatesjp,,
Rice Students for Justice in Palestine 🇵🇸,rice.sjp,https://www.instagram.com/rice.sjp/,Pennsylvania State University,@pennstatesjp,,
National SJP,nationalsjp,https://www.instagram.com/nationalsjp/,Pennsylvania State University,@pennstatesjp,,
The Pittsburgh Palestine Coalition,pittsburghpalestinecoalition,https://www.instagram.com/pittsburghpalestinecoalition/,Pennsylvania State University,@pennstatesjp,,
SJP Loyola Marymount University,sjplmu,https://www.instagram.com/sjplmu/,Pennsylvania State University,@pennstatesjp,,
MGSO,mgso_psu,https://www.instagram.com/mgso_psu/,Pennsylvania State University,@pennstatesjp,,
UHDIVEST,uhdivest,https://www.instagram.com/uhdivest/,Pennsylvania State University,@pennstatesjp,,
UA Students for Justice in Palestine,sjpakron,https://www.instagram.com/sjpakron/,Pennsylvania State University,@pennstatesjp,,
"📍State College, PA",pennstatemsa,https://www.instagram.com/pennstatemsa/,Pennsylvania State University,@pennstatesjp,,
CCPSJP,ccpsjp,https://www.instagram.com/ccpsjp/,Pennsylvania State University,@pennstatesjp,,
Student Committee for Defense and Solidarity,scds_sc,https://www.instagram.com/scds_sc/,Pennsylvania State University,@pennstatesjp,,
DISSENTERS,wearedissenters,https://www.instagram.com/wearedissenters/,Pennsylvania State University,@pennstatesjp,,
Table Rose Creations,tablerosecreations,https://www.instagram.com/tablerosecreations/,Pennsylvania State University,@pennstatesjp,,
CSU’s Students for Justice in Palestine,csusjp,https://www.instagram.com/csusjp/,Pennsylvania State University,@pennstatesjp,,
Drexel SJP,drexelsjp,https://www.instagram.com/drexelsjp/,Pennsylvania State University,@pennstatesjp,,
Students for Justice in Palestine UC,sjp.uc,https://www.instagram.com/sjp.uc/,Pennsylvania State University,@pennstatesjp,,
Palestinian Youth Movement,palestinianyouthmovement,https://www.instagram.com/palestinianyouthmovement/,Pennsylvania State University,@pennstatesjp,,
In the Mix: Prisoner Podcast,inthemix.media,https://www.instagram.com/inthemix.media/,Pennsylvania State University,@pennstatesjp,,
MontCo for Palestine,montco4p,https://www.instagram.com/montco4p/,Pennsylvania State University,@pennstatesjp,,
Climbers for Palestine,climbersforpalestine,https://www.instagram.com/climbersforpalestine/,Pennsylvania State University,@pennstatesjp,,
Georgetown SJP,sjpgeorgetown,https://www.instagram.com/sjpgeorgetown/,Pennsylvania State University,@pennstatesjp,,
The Daily Collegian,dailycollegian,https://www.instagram.com/dailycollegian/,Pennsylvania State University,@pennstatesjp,,
Northwestern SJP 🇵🇸,nu.sjp,https://www.instagram.com/nu.sjp/,Pennsylvania State University,@pennstatesjp,,
SJP at Pitt,sjp_pitt,https://www.instagram.com/sjp_pitt/,Pennsylvania State University,@pennstatesjp,,
Pittsburgh Palestine Solidarity Committee,pghpsc,https://www.instagram.com/pghpsc/,Pennsylvania State University,@pennstatesjp,,
Palestine Climbing Association,palestine_climbing_association,https://www.instagram.com/palestine_climbing_association/,Pennsylvania State University,@pennstatesjp,,
Banan Garada,bananagarada,https://www.instagram.com/bananagarada/,Pennsylvania State University,@pennstatesjp,,
Andrew Bisharat,andrewbisharatVerified,https://www.instagram.com/andrewbisharat/,Pennsylvania State University,@pennstatesjp,,
,oberlin_students_for_palestine,https://www.instagram.com/oberlin_students_for_palestine/,Pennsylvania State University,@pennstatesjp,,
African Stream,african_stream,https://www.instagram.com/african_stream/,University of Pittsburgh,@sjp_pitt,,
Palestine Pixel,palestine.pixel,https://www.instagram.com/palestine.pixel/,University of Pittsburgh,@sjp_pitt,,
ALC Court Watch,alccourtwatch,https://www.instagram.com/alccourtwatch/,University of Pittsburgh,@sjp_pitt,,
israelscrimes,israelscrimes,https://www.instagram.com/israelscrimes/,University of Pittsburgh,@sjp_pitt,,
ACLU Club at Pitt,acluclubpitt,https://www.instagram.com/acluclubpitt/,University of Pittsburgh,@sjp_pitt,,
Women of Color Collective at Pitt,wocc_pitt,https://www.instagram.com/wocc_pitt/,University of Pittsburgh,@sjp_pitt,,
Y+| Yplus,yplusmedia,https://www.instagram.com/yplusmedia/,University of Pittsburgh,@sjp_pitt,,
The Staff Union of Pitt,pittstaffunion,https://www.instagram.com/pittstaffunion/,University of Pittsburgh,@sjp_pitt,,
Harrisburg Palestine Coalition,hbgpalestinecoalition,https://www.instagram.com/hbgpalestinecoalition/,University of Pittsburgh,@sjp_pitt,,
THE AUTOnomous BODY SHOP,the.auto.body.shop,https://www.instagram.com/the.auto.body.shop/,University of Pittsburgh,@sjp_pitt,,
University of Pittsburgh,pittofficial,https://www.instagram.com/pittofficial/,University of Pittsburgh,@sjp_pitt,,
Duke Divest Coalition,dukedivestcoalition,https://www.instagram.com/dukedivestcoalition/,University of Pittsburgh,@sjp_pitt,,
Moaz Hosni,moazhosniVerified,https://www.instagram.com/moazhosni/,University of Pittsburgh,@sjp_pitt,,
St. Louis Palestine Solidarity Committee,stl_psc,https://www.instagram.com/stl_psc/,University of Pittsburgh,@sjp_pitt,,
Resist WashU,resist.washu,https://www.instagram.com/resist.washu/,University of Pittsburgh,@sjp_pitt,,
Visualizing Palestine,visualizing_palestine,https://www.instagram.com/visualizing_palestine/,University of Pittsburgh,@sjp_pitt,,
Students for Justice in Palestine- UW Madison,sjpuwmadison,https://www.instagram.com/sjpuwmadison/,University of Pittsburgh,@sjp_pitt,,
Emory SJP 🇵🇸,emory.sjp,https://www.instagram.com/emory.sjp/,University of Pittsburgh,@sjp_pitt,,
CUNY for Palestine,cuny4palestine,https://www.instagram.com/cuny4palestine/,University of Pittsburgh,@sjp_pitt,,
Maranie Rae,maranierae,https://www.instagram.com/maranierae/,University of Pittsburgh,@sjp_pitt,,
Alliance of South Asian Progressives in Pittsburgh,asappittsburgh,https://www.instagram.com/asappittsburgh/,University of Pittsburgh,@sjp_pitt,,
Pittsburgh Cop Watch,pghcopwatch,https://www.instagram.com/pghcopwatch/,University of Pittsburgh,@sjp_pitt,,
𝔇𝔢𝔞𝔯 𝔚𝔥𝔦𝔱𝔢 𝔖𝔱𝔞𝔣𝔣𝔢𝔯𝔰,dear_white_staffers,https://www.instagram.com/dear_white_staffers/,University of Pittsburgh,@sjp_pitt,,
Coalition for Peace & Justice at F&M,cpj.fandm,https://www.instagram.com/cpj.fandm/,University of Pittsburgh,@sjp_pitt,,
Palestine Legal,pal_legal,https://www.instagram.com/pal_legal/,University of Pittsburgh,@sjp_pitt,,
LAGOS at Pitt,lagosatpitt,https://www.instagram.com/lagosatpitt/,University of Pittsburgh,@sjp_pitt,,
Translating Palestine فلسطين,translating_falasteen,https://www.instagram.com/translating_falasteen/,University of Pittsburgh,@sjp_pitt,,
p4p at Pitt,p4p_pitt,https://www.instagram.com/p4p_pitt/,University of Pittsburgh,@sjp_pitt,,
Sunrise Movement Pittsburgh,sunrisemvmtpgh,https://www.instagram.com/sunrisemvmtpgh/,University of Pittsburgh,@sjp_pitt,,
Columbia Students for Justice in Palestine🇵🇸,sjp.columbia,https://www.instagram.com/sjp.columbia/,University of Pittsburgh,@sjp_pitt,,
Nabil | نبيل,pghfbg,https://www.instagram.com/pghfbg/,University of Pittsburgh,@sjp_pitt,,
Wissam Nassar,wissamgazaVerified,https://www.instagram.com/wissamgaza/,University of Pittsburgh,@sjp_pitt,,
Bisan Owda,wizard_bisan1Verified,https://www.instagram.com/wizard_bisan1/,University of Pittsburgh,@sjp_pitt,,
LPC,landpalestine,https://www.instagram.com/landpalestine/,University of Pittsburgh,@sjp_pitt,,
ميا,mia_suwaid,https://www.instagram.com/mia_suwaid/,University of Pittsburgh,@sjp_pitt,,
Pitt Student Government Board,pitt_sgb,https://www.instagram.com/pitt_sgb/,University of Pittsburgh,@sjp_pitt,,
Healthcare Workers for Palestine - Pittsburgh,hcw4p_pgh,https://www.instagram.com/hcw4p_pgh/,University of Pittsburgh,@sjp_pitt,,
Healthcare Workers for Palestine,healthcareworkersforpalestine,https://www.instagram.com/healthcareworkersforpalestine/,University of Pittsburgh,@sjp_pitt,,
haiwei 🍉🌱🐥,haiweiatpitt,https://www.instagram.com/haiweiatpitt/,University of Pittsburgh,@sjp_pitt,,
Go Fund Palestinians,gofundpalestinians,https://www.instagram.com/gofundpalestinians/,University of Pittsburgh,@sjp_pitt,,
Humboldt for Palestine,humboldtforpalestine,https://www.instagram.com/humboldtforpalestine/,University of Pittsburgh,@sjp_pitt,,
Pitt Divest From Apartheid,pittapartheiddivest,https://www.instagram.com/pittapartheiddivest/,University of Pittsburgh,@sjp_pitt,,
(u)PAO,up.against.the.occupation,https://www.instagram.com/up.against.the.occupation/,University of Pittsburgh,@sjp_pitt,,
Penn State Students for Justice in Palestine,pennstatesjp,https://www.instagram.com/pennstatesjp/,University of Pittsburgh,@sjp_pitt,,
Bi-Co SJP,sjpbico,https://www.instagram.com/sjpbico/,University of Pittsburgh,@sjp_pitt,,
Steel City Food Not Bombs,pghfnb,https://www.instagram.com/pghfnb/,University of Pittsburgh,@sjp_pitt,,
Point Park Students for Change,pointpark.sc,https://www.instagram.com/pointpark.sc/,University of Pittsburgh,@sjp_pitt,,
Free the Planet,freetheplanet_pgh,https://www.instagram.com/freetheplanet_pgh/,University of Pittsburgh,@sjp_pitt,,
farah,farah.a.mili,https://www.instagram.com/farah.a.mili/,University of Pittsburgh,@sjp_pitt,,
𝒩♡𝓊𝓇𝒶𝓃𝒶 𝐸𝓁𝓈𝒶𝓃𝒽❀𝓇𝓎,nourana_elsanhory,https://www.instagram.com/nourana_elsanhory/,University of Pittsburgh,@sjp_pitt,,
Students for International Labor Solidarity at Pitt,silspitt,https://www.instagram.com/silspitt/,University of Pittsburgh,@sjp_pitt,,
Pitt Workers,pittworkersunited,https://www.instagram.com/pittworkersunited/,University of Pittsburgh,@sjp_pitt,,
Uncommitted PA,uncommittedpa,https://www.instagram.com/uncommittedpa/,University of Pittsburgh,@sjp_pitt,,
🧸 جودي | judy,judyykanafanii,https://www.instagram.com/judyykanafanii/,University of Pittsburgh,@sjp_pitt,,
Helping Hands at Pitt,helpinghands_pitt,https://www.instagram.com/helpinghands_pitt/,University of Pittsburgh,@sjp_pitt,,
Pre-PA Association at Pitt,ppaapitt,https://www.instagram.com/ppaapitt/,University of Pittsburgh,@sjp_pitt,,
chitsung 紀宗,cineformosa,https://www.instagram.com/cineformosa/,University of Pittsburgh,@sjp_pitt,,
Against Carceral Tech,againsttechpgh,https://www.instagram.com/againsttechpgh/,University of Pittsburgh,@sjp_pitt,,
CMU Students For Palestine,cmustudentsforpalestine,https://www.instagram.com/cmustudentsforpalestine/,University of Pittsburgh,@sjp_pitt,,
Karim Safieddine,safieddinekarim,https://www.instagram.com/safieddinekarim/,University of Pittsburgh,@sjp_pitt,,
EmpowerTech,empowertech.pitt,https://www.instagram.com/empowertech.pitt/,University of Pittsburgh,@sjp_pitt,,
Abdelrahman ElGendy,abdelrahman_elgendy95Verified,https://www.instagram.com/abdelrahman_elgendy95/,University of Pittsburgh,@sjp_pitt,,
Karim Alshurafa,karim_alshurafa,https://www.instagram.com/karim_alshurafa/,University of Pittsburgh,@sjp_pitt,,
HEAL Palestine,heal.palestineVerified,https://www.instagram.com/heal.palestine/,University of Pittsburgh,@sjp_pitt,,
